RecordNo,endtime,qweek,i12_health_1,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,weight,age,gender,state,household_size,employment_status,Vent_3,vac_boost_1,vac12_booster_other,vac_man_1,vac_man_2,vac_man_3,vac_man_4,vac_man_5,vac_man_6,vac_man_7,vac_man_96,vac_man_99,household_children_resp,future_1,future_2,had_covid_2,future_3
52913,21/03/2022 21:49,week 54,Frequently,Frequently,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,0.928838105,45,Female,Queensland,5,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,3 – About the same,3 – About the same,No,1 – A lot less impact
52914,21/03/2022 21:49,week 54,Frequently,Always,Always,Always,Sometimes,Not at all,Frequently,Not at all,Not at all,Sometimes,Frequently,Rarely,0.932293344,75,Male,Queensland,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,Yes,1 – A lot less impact
52915,21/03/2022 21:52,week 54,Frequently,Sometimes,Always,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.311109355,69,Male,Tasmania,2,Retired,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52916,21/03/2022 21:52,week 54,Rarely,Always,Always,Rarely,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,1.194349864,77,Female,Queensland,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
52917,21/03/2022 21:57,week 54,Frequently,Sometimes,Always,Always,Rarely,Not at all,Sometimes,Not at all,Rarely,Frequently,Frequently,Sometimes,0.929266178,56,Male,Queensland,3,Part time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,1,3 – About the same,2,No,1 – A lot less impact
52918,21/03/2022 22:00,week 54,Not at all,Frequently,Always,Always,Frequently,Not at all,Always,Always,Always,Always,Always,Frequently,1.180321234,75,Female,New South Wales,2,Retired,Always,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
52919,21/03/2022 22:01,week 54,Frequently,Frequently,Always,Always,Rarely,Sometimes,Frequently,Rarely,Sometimes,Frequently,Always,Frequently,0.928878718,38,Female,Victoria,1,Unemployed,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52920,21/03/2022 22:03,week 54,Always,Frequently,Always,Always,Frequently,Sometimes,Always,Frequently,Always,Always,Always,Frequently,1.026735053,65,Male,Victoria,2,Retired,Always,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,4,No,4
52921,21/03/2022 22:03,week 54,Always,Frequently,Sometimes,Always,Always,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,1.612186502,76,Female,New South Wales,1,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52922,21/03/2022 22:04,week 54,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Not at all,Always,Sometimes,Sometimes,Always,Frequently,Rarely,0.851030348,71,Male,Victoria,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,2,2,No,1 – A lot less impact
52923,21/03/2022 22:05,week 54,Sometimes,Sometimes,Frequently,Rarely,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,0.874049975,45,Male,Western Australia,1,Full time employment,Sometimes,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,0,2,3 – About the same,No,3 – About the same
52924,21/03/2022 22:09,week 54,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,0.928878718,43,Female,Victoria,4,Full time employment,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,1,3 – About the same,3 – About the same,No,3 – About the same
52925,21/03/2022 22:10,week 54,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Always,Not at all,1.0068049,42,Female,Western Australia,4,Not working,Not at all,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,2,4,2,No,1 – A lot less impact
52926,21/03/2022 22:10,week 54,Frequently,Always,Always,Always,Not at all,Always,Always,Not at all,Rarely,Rarely,Frequently,Not at all,1.353131215,68,Female,Victoria,1,Full time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,2,2,No,2
52927,21/03/2022 22:10,week 54,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.95916126,53,Male,New South Wales,2,Unemployed,Not at all, ,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
52928,21/03/2022 22:11,week 54,Always,Always,Always,Always,Frequently,Frequently,Always,Sometimes,Sometimes,Frequently,Always,Sometimes,0.555527147,42,Male,South Australia,4,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3 – About the same,3 – About the same,No,3 – About the same
52929,21/03/2022 22:11,week 54,Rarely,Rarely,Frequently,Rarely,Not at all,Rarely,Not at all,Rarely,Rarely,Rarely,Rarely,Rarely,1.11588966,34,Male,Queensland,1,Part time employment,Rarely,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,1 – A lot less impact,1 – A lot less impact,Yes,1 – A lot less impact
52930,21/03/2022 22:13,week 54,Sometimes,Frequently,Always,Always,Sometimes,Not at all,Always,Frequently,Always,Always,Always,Not at all,1.534204506,65,Female,Queensland,4,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52931,21/03/2022 22:13,week 54,Not at all,Not at all,Frequently,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,1.180321234,66,Female,New South Wales,6,Retired,Not at all,Yes,__NA__,Yes,No,No,No,No,No,No,No,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
52932,21/03/2022 22:13,week 54,Always,Always,Always,Always,Sometimes,Frequently,Always,Always,Always,Always,Always,Frequently,0.542543457,68,Male,South Australia,2,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3 – About the same,3 – About the same,No,3 – About the same
52933,21/03/2022 22:14,week 54,Not at all,Not at all,Always,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Not at all,0.851030348,66,Male,Victoria,1,Not working,Always,No,hope to travel overseas in june - want to have it closer to that date/pre-winter,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52934,21/03/2022 22:16,week 54,Not at all,Sometimes,Not at all,Frequently,Not at all,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.871396484,35,Male,Victoria,1,Part time employment,Not at all,Yes,__NA__,Yes,Yes,No,No,No,No,No,Yes,No,0,1 – A lot less impact,1 – A lot less impact,No,1 – A lot less impact
52935,21/03/2022 22:19,week 54,Always,Always,Not at all,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,0.542543457,69,Male,South Australia,1,Not working,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
52936,21/03/2022 22:23,week 54,Not at all,Sometimes,Sometimes,Always,Not at all,Not at all,Always,Not at all,Sometimes,Sometimes,Sometimes,Not at all,1.026735053,68,Male,Victoria,2,Retired,Rarely,No,__NA__,Yes,Yes,No,No,No,No,No,No,No,0,3 – About the same,2,No,2
52937,21/03/2022 22:24,week 54,Rarely,Always,Always,Always,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Rarely,Not at all,0.851030348,76,Male,Victoria,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,2,No,1 – A lot less impact
52938,21/03/2022 22:24,week 54,Sometimes,Frequently,Always,Frequently,Frequently,Not at all,Sometimes,Not at all,Not at all,Not at all,Frequently,Sometimes,1.30685217,50,Male,Tasmania,2,Part time employment,Frequently,Yes,__NA__,Yes,Yes,No,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,2
52939,21/03/2022 22:24,week 54,Not at all,Sometimes,Always,Always,Not at all,Always,Always,Rarely,Rarely,Rarely,Sometimes,Not at all,0.848267044,63,Male,Victoria,2,Part time employment,Not at all,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52940,21/03/2022 22:25,week 54,Always,Always,Always,Frequently,Sometimes,Frequently,Always,Sometimes,Sometimes,Frequently,Frequently,Sometimes,0.928878718,49,Female,Victoria,2,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52941,21/03/2022 22:25,week 54,Frequently,Rarely,Always,Always,Sometimes,Not at all,Always,Not at all,Not at all,Not at all,Always,Not at all,1.180321234,76,Female,New South Wales,1,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52942,21/03/2022 22:26,week 54,Sometimes,Frequently,Always,Frequently,Rarely,Not at all,Always,Not at all,Not at all,Not at all,Sometimes,Not at all,0.903845733,60,Female,Northern Territory,2,Full time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,4,4,No,3 – About the same
52943,21/03/2022 22:26,week 54,Not at all,Sometimes,Always,Frequently,Not at all,Sometimes,Always,Not at all,Sometimes,Frequently,Rarely,Not at all,1.123936363,66,Male,Australian Capital Territory,2,Retired,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,4
52944,21/03/2022 22:27,week 54,Sometimes,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,0.928878718,43,Female,Victoria,4,Part time employment,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,2,3 – About the same,3 – About the same,Yes,1 – A lot less impact
52945,21/03/2022 22:28,week 54,Not at all,Always,Always,Always,Sometimes,Always,Frequently,Always,Always,Always,Always,Sometimes,1.018565926,56,Female,New South Wales,2,Unemployed,Always,No,__NA__,Yes,Yes,Yes,No,No,No,No,No,No,0,3 – About the same,3 – About the same,No,1 – A lot less impact
52946,21/03/2022 22:29,week 54,Rarely,Frequently,Always,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,0.976049966,45,Female,New South Wales,3,Part time employment,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,1,3 – About the same,3 – About the same,Yes,3 – About the same
52947,21/03/2022 22:30,week 54,Sometimes,Sometimes,Frequently,Sometimes,Rarely,Rarely,Sometimes,Frequently,Sometimes,Rarely,Frequently,Sometimes,0.820581761,22,Female,Queensland,6,Retired,Rarely,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52948,21/03/2022 22:31,week 54,Always,Always,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,1.612186502,65,Female,New South Wales,1,Not working,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52949,21/03/2022 22:32,week 54,Not at all,Rarely,Always,Not at all,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,0.86847834,54,Male,New South Wales,3,Full time employment,Not at all,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,2,2,No,2
52950,21/03/2022 22:33,week 54,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,0.928878718,41,Female,Victoria,2,Not working,Sometimes,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
52951,21/03/2022 22:33,week 54,Not at all,Always,Always,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Sometimes,Always,Not at all,0.860380695,66,Male,Queensland,2,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,3 – About the same,3 – About the same,No,3 – About the same
52952,21/03/2022 22:35,week 54,Always,Frequently,Always,Always,Always,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,1.612186502,76,Female,New South Wales,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,No,1 – A lot less impact
52953,21/03/2022 22:35,week 54,Always,Always,Always,Always,Sometimes,Always,Always,Rarely,Rarely,Sometimes,Always,Sometimes,0.928878718,42,Female,Victoria,3,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,3 – About the same,3 – About the same,No,2
52954,21/03/2022 22:39,week 54,Always,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Frequently,Sometimes,0.928838105,36,Female,Queensland,1,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52955,21/03/2022 22:40,week 54,Not at all,Rarely,Always,Always,Not at all,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,1.534271588,67,Female,Victoria,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,2,1 – A lot less impact,No,1 – A lot less impact
52956,21/03/2022 22:40,week 54,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Frequently,Frequently,0.871307484,75,Male,New South Wales,2,Retired,Always,Yes,__NA__,Yes,Yes,Yes,No,No,No,No,Yes,No,0,3 – About the same,2,No,1 – A lot less impact
52957,21/03/2022 22:41,week 54,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Not at all,1.180321234,70,Female,New South Wales,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,3 – About the same,3 – About the same,No,4
52958,21/03/2022 22:42,week 54,Sometimes,Sometimes,Always,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Rarely,Rarely,Sometimes,Rarely,0.928878718,45,Female,Victoria,3,Part time employment,Frequently,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,2,1 – A lot less impact,Yes,1 – A lot less impact
52959,21/03/2022 22:43,week 54,Always,Always,Always,Always,Frequently,Always,Sometimes,Frequently,Always,Always,Always,Frequently,0.871307484,68,Male,New South Wales,2,Retired,Frequently,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,0,3 – About the same,3 – About the same,No,3 – About the same
52960,21/03/2022 22:43,week 54,Always,Frequently,Frequently,Sometimes,Not at all,Not at all,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Not at all,0.851030348,75,Male,Victoria,2,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same, ,3 – About the same
52961,21/03/2022 22:43,week 54,Always,Rarely,Always,Always,Not at all,Always,Not at all,Not at all,Rarely,Always,Always,Rarely,0.542543457,67,Male,South Australia,1,Retired,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52962,21/03/2022 22:43,week 54,Not at all,Always,Always,Frequently,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Rarely,0.976049966,40,Female,New South Wales,2,Full time employment,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,No,3 – About the same
52963,21/03/2022 22:44,week 54,Always,Frequently,Frequently,Sometimes,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,0.954604197,43,Male,Queensland,2,Part time employment,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,No,1 – A lot less impact
52964,22/03/2022 02:24,week 54,Frequently,Frequently,Always,Always,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,1.107657713,23,Female,New South Wales,3,Full time employment,Sometimes,No,I had covid so I pushed it back,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,3 – About the same,Yes,3 – About the same
52965,21/03/2022 22:45,week 54,Always,Always,Always,Always,Frequently,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,0.745717068,54,Female,New South Wales,1,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,4,No,3 – About the same
52966,25/03/2022 21:40,week 54,Not at all,Always,Always,Always,Sometimes,Rarely,Always,Not at all,Not at all,Not at all,Rarely,Rarely,0.540781813,52,Male,South Australia,3,Full time employment,Rarely, ,__NA__,No,No,No,No,No,No,No,No,Yes,1,3 – About the same,3 – About the same,Yes,3 – About the same
52967,21/03/2022 22:56,week 54,Frequently,Always,Always,Always,Rarely,Frequently,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Not at all,0.81514879,39,Female,Australian Capital Territory,5,Full time employment,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,4,3 – About the same,No,3 – About the same
52968,21/03/2022 22:46,week 54,Not at all,Sometimes,Always,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Frequently,1.194349864,74,Female,Queensland,2,Retired,Always,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,5 - A lot more of an impact,5 - A lot more of an impact,No,5 - A lot more of an impact
52969,21/03/2022 22:46,week 54,Not at all,Always,Always,Rarely,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Frequently,Not at all,0.871307484,73,Male,New South Wales,2,Retired,Rarely,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,3 – About the same,3 – About the same,No,2
52970,21/03/2022 22:47,week 54,Always,Always,Always,Sometimes,Rarely,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Always,Frequently,1.018565926,57,Female,New South Wales,1,Not working,Always,No,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,3 – About the same,2,Yes,2
52971,21/03/2022 22:48,week 54,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Frequently,0.714590092,42,Female,New South Wales,3,Not working,Always,No,__NA__,No,No,No,No,No,No,No,No,Yes,0,5 - A lot more of an impact,5 - A lot more of an impact,No,4
52972,21/03/2022 22:51,week 54,Always,Always,Always,Always,Not at all,Not at all,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,0.723083305,48,Female,Queensland,2,Retired,Not at all,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,3 – About the same,3 – About the same,No,3 – About the same
52973,21/03/2022 22:52,week 54,Always,Frequently,Always,Always,Sometimes,Not at all,Always,Rarely,Rarely,Frequently,Sometimes,Sometimes,1.5070716,53,Female,Western Australia,7,Not working,Sometimes,Yes,__NA__,Yes,Yes,Yes,Yes,No,No,No,No,No,0,4,3 – About the same,No,1 – A lot less impact
52974,21/03/2022 22:52,week 54,Always,Always,Always,Frequently,Sometimes,Always,Always,Frequently,Frequently,Always,Always,Sometimes,0.853621823,86,Male,Western Australia,2,Retired,Frequently,Yes,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,4,3 – About the same,No,3 – About the same
